sentence_id,language_code,expression,hint
283,ZH,好老师,hǎo lǎo shī - 好+老师 (좋은+선생님)
283,JA,いい先生,いいせんせい(ii sensei) - いい+先生 (좋은+선생님)
283,KO,좋은 선생님,관형사형+명사 패턴. joeun seonsaengnim
284,EN,Our doctor,Phrase: possessive + noun
284,ES,Nuestro doctor,Frase: posesivo + sustantivo
284,ZH,我们的医生,wǒ men de yī shēng - 我们的+医生 (우리+의사)
284,JA,私たちの医者,わたしたちのいしゃ(watashitachi no isha)
284,KO,우리 의사,소유격+명사 패턴. uri uisa
285,EN,Many students,Phrase: noun + adjective
285,ES,Muchos estudiantes,Frase: adjetivo + sustantivo
285,ZH,学生很多,xué shēng hěn duō - 学生+很+多 (학생+많다)
285,JA,学生が多い,がくせいがおおい(gakusei ga ōi)
285,KO,학생 많다,명사+형용사 패턴. haksaeng manta
286,EN,I am a student,Subject + be + noun sentence
286,ES,Soy estudiante,Oración: sujeto + ser + sustantivo
286,ZH,我是学生,wǒ shì xué shēng - 我+是+学生 (나+는+학생)
286,JA,私は学生です,わたしはがくせいです(watashi wa gakusei desu)
286,KO,나는 학생입니다,주어+는+명사+입니다 패턴. naneun haksaengimnida
287,EN,She is a nurse,Subject + be + noun sentence
287,ES,Ella es enfermera,Oración: sujeto + ser + sustantivo
287,ZH,她是护士,tā shì hù shi - 她+是+护士 (그녀+는+간호사)
287,JA,彼女は看護師です,かのじょはかんごしです(kanojo wa kangoshi desu)
287,KO,그녀는 간호사입니다,주어+는+명사+입니다 패턴. geunyeoneun ganhosaimnida
288,EN,Dad is an office worker,Subject + be + noun sentence
288,ES,Papá es oficinista,Oración: sujeto + ser + sustantivo
288,ZH,爸爸是公司职员,bà ba shì gōng sī zhí yuán - 爸爸+是+公司职员
288,JA,お父さんは会社員です,おとうさんはかいしゃいんです(otōsan wa kaishain desu)
288,KO,아빠는 회사원입니다,주어+는+명사+입니다 패턴. appaneun hoesawonimnida
289,EN,He is a cook,Subject + be + noun sentence
289,ES,Él es cocinero,Oración: sujeto + ser + sustantivo
289,ZH,他是厨师,tā shì chú shī - 他+是+厨师 (그+는+요리사)
289,JA,彼は料理人です,かれはりょうりにんです(kare wa ryōrinin desu)
289,KO,그는 요리사입니다,주어+는+명사+입니다 패턴. geuneun yorisaimnida
290,EN,Our mom is a teacher at school,Extended sentence with location
290,ES,Nuestra mamá es profesora en la escuela,Oración extendida con lugar
290,ZH,我们妈妈在学校是老师,wǒ men mā ma zài xué xiào shì lǎo shī
290,JA,お母さんは学校で先生です,おかあさんはがっこうでせんせいです(okāsan wa gakkō de sensei desu)
290,KO,우리 엄마는 학교에서 선생님입니다,주어+는+장소에서+명사+입니다. 확장 단문. uri eommaneun hakgyoeseo seonsaengnimimnida
291,EN,Class,A lesson or course
291,ES,Clase,Una lección o curso
291,ZH,课,kè - 课，上课 (수업)
291,JA,授業,じゅぎょう(jugyō) - 授業 (수업)
291,KO,수업,학교에서 배우는 시간. sueop
292,EN,Homework,School work done at home
292,ES,Tarea,Trabajo escolar hecho en casa
292,ZH,作业,zuò yè - 作业 (숙제)
292,JA,宿題,しゅくだい(shukudai) - 宿題 (숙제)
292,KO,숙제,집에서 하는 학교 과제. sukje
293,EN,Difficult homework,Phrase: adjective + noun
293,ES,Tarea difícil,Frase: sustantivo + adjetivo
293,ZH,难的作业,nán de zuò yè - 难的+作业 (어려운+숙제)
293,JA,難しい宿題,むずかしいしゅくだい(muzukashii shukudai)
293,KO,어려운 숙제,관형사형+명사. 어렵다→어려운. eoryeoun sukje
294,EN,Big classroom,Phrase: adjective + noun
294,ES,Aula grande,Frase: sustantivo + adjetivo
294,ZH,大教室,dà jiào shì - 大+教室 (큰+교실)
294,JA,大きい教室,おおきいきょうしつ(ōkii kyōshitsu)
294,KO,큰 교실,크기+장소 패턴. keun gyosil
295,EN,My textbook,Phrase: possessive + noun
295,ES,Mi libro de texto,Frase: posesivo + sustantivo
295,ZH,我的课本,wǒ de kè běn - 我的+课本 (나의+교과서)
295,JA,私の教科書,わたしのきょうかしょ(watashi no kyōkasho)
295,KO,내 교과서,소유격+명사 패턴. nae gyogwaseo
296,EN,There is a class,Existence sentence
296,ES,Hay clase,Oración de existencia
296,ZH,有课,yǒu kè - 有+课 (있다+수업)
296,JA,授業があります,じゅぎょうがあります(jugyō ga arimasu)
296,KO,수업이 있습니다,명사+이+있습니다 패턴. sueobi itsseumnida
297,EN,The exam is difficult,Subject + adjective sentence
297,ES,El examen es difícil,Oración: sujeto + adjetivo
297,ZH,考试很难,kǎo shì hěn nán - 考试+很+难 (시험+어렵다)
297,JA,試験が難しいです,しけんがむずかしいです(shiken ga muzukashii desu)
297,KO,시험이 어렵습니다,명사+이+형용사 패턴. siheomi eoryeopseumnida
298,EN,The blackboard is big,Subject + adjective sentence
298,ES,La pizarra es grande,Oración: sujeto + adjetivo
298,ZH,黑板很大,hēi bǎn hěn dà - 黑板+很+大 (칠판+크다)
298,JA,黒板が大きいです,こくばんがおおきいです(kokuban ga ōkii desu)
298,KO,칠판이 큽니다,명사+이+형용사 패턴. chilpani keumnida
299,EN,Studying is good,Subject + adjective sentence
299,ES,Estudiar es bueno,Oración: sujeto + adjetivo
299,ZH,学习很好,xué xí hěn hǎo - 学习+很+好 (공부+좋다)
299,JA,勉強がいいです,べんきょうがいいです(benkyō ga ii desu)
299,KO,공부가 좋습니다,명사+가+형용사 패턴. gongbuga jotseumnida
300,EN,I study at school today,Extended sentence with time and place
300,ES,Hoy estudio en la escuela,Oración extendida con tiempo y lugar
300,ZH,我今天在学校学习,wǒ jīn tiān zài xué xiào xué xí
300,JA,私は今日学校で勉強します,わたしはきょうがっこうでべんきょうします(watashi wa kyō gakkō de benkyō shimasu)
300,KO,나는 오늘 학교에서 공부합니다,주어+시간+장소에서+동사 패턴. 확장 단문. naneun oneul hakgyoeseo gongbuhamnida
301,EN,Office,Place where people work
301,ES,Oficina,Lugar donde la gente trabaja
301,ZH,办公室,bàn gōng shì - 办公室 (사무실)
301,JA,オフィス,オフィス(ofisu) - オフィス (사무실)
301,KO,사무실,업무를 보는 곳. samusil
302,EN,Big desk,Phrase: adjective + noun
302,ES,Escritorio grande,Frase: sustantivo + adjetivo
302,ZH,大桌子,dà zhuō zi - 大+桌子 (큰+책상)
302,JA,大きい机,おおきいつくえ(ōkii tsukue) - 大きい+机
302,KO,큰 책상,크기+가구 패턴. keun chaeksang
303,EN,My computer,Phrase: possessive + noun
303,ES,Mi computadora,Frase: posesivo + sustantivo
303,ZH,我的电脑,wǒ de diàn nǎo - 我的+电脑 (나의+컴퓨터)
303,JA,私のパソコン,わたしのパソコン(watashi no pasokon)
303,KO,내 컴퓨터,소유격+명사 패턴. nae keompyuteo
304,EN,Meeting today,Phrase: time + noun
304,ES,Reunión hoy,Frase: sustantivo + tiempo
304,ZH,今天开会,jīn tiān kāi huì - 今天+开会 (오늘+회의)
304,JA,今日の会議,きょうのかいぎ(kyō no kaigi) - 今日+の+会議
304,KO,오늘 회의,시간+명사 패턴. oneul hoeui
305,EN,There is a phone call,Existence sentence
305,ES,Hay una llamada,Oración de existencia
305,ZH,有电话,yǒu diàn huà - 有+电话 (있다+전화)
305,JA,電話があります,でんわがあります(denwa ga arimasu)
305,KO,전화가 있습니다,명사+가+있습니다 패턴. jeonhwaga itsseumnida
306,EN,I read email,Subject + verb sentence
306,ES,Leo el correo electrónico,Oración: sujeto + verbo
306,ZH,读邮件,dú yóu jiàn - 读+邮件 (읽다+이메일)
306,JA,メールを読みます,メールをよみます(mēru o yomimasu)
306,KO,이메일을 읽습니다,명사+을+동사 패턴. imeireul ikseumnida
307,EN,There is a lot of work,Subject + adjective sentence
307,ES,Hay mucho trabajo,Oración: sujeto + adjetivo
307,ZH,工作很多,gōng zuò hěn duō - 工作+很+多 (일+많다)
307,JA,仕事が多いです,しごとがおおいです(shigoto ga ōi desu)
307,KO,일이 많습니다,명사+이+형용사 패턴. iri manseumnida
308,EN,There are no documents,Non-existence sentence
308,ES,No hay documentos,Oración de no existencia
308,ZH,没有文件,méi yǒu wén jiàn - 没有+文件 (없다+서류)
308,JA,書類がありません,しょるいがありません(shorui ga arimasen)
308,KO,서류가 없습니다,명사+가+없습니다 패턴. seoryuga eopsseumnida
309,EN,There is a printer,Existence sentence
309,ES,Hay una impresora,Oración de existencia
309,ZH,有打印机,yǒu dǎ yìn jī - 有+打印机 (있다+프린터)
309,JA,プリンターがあります,プリンターがあります(purintā ga arimasu)
309,KO,프린터가 있습니다,명사+가+있습니다 패턴. peurinteoga itsseumnida
310,EN,He goes to the office every morning,Extended sentence with time
310,ES,Él va a la oficina cada mañana,Oración extendida con tiempo
310,ZH,他每天早上去办公室,tā měi tiān zǎo shang qù bàn gōng shì
310,JA,彼は毎朝オフィスに行きます,かれはまいあさオフィスにいきます(kare wa maiasa ofisu ni ikimasu)
310,KO,그는 매일 아침 사무실에 갑니다,주어+빈도+시간+장소에+동사 패턴. 확장 단문. geuneun maeil achim samusire gamnida
311,EN,Music,Art of sound and rhythm
311,ES,Música,Arte del sonido y ritmo
311,ZH,音乐,yīn yuè - 音乐 (음악)
311,JA,音楽,おんがく(ongaku) - 音楽 (음악)
311,KO,음악,소리와 리듬의 예술. eumak
312,EN,Good music,Phrase: adjective + noun
312,ES,Buena música,Frase: adjetivo + sustantivo
312,ZH,好音乐,hǎo yīn yuè - 好+音乐 (좋은+음악)
312,JA,いい音楽,いいおんがく(ii ongaku) - いい+音楽
312,KO,좋은 음악,관형사형+명사 패턴. joeun eumak
313,EN,Fun movie,Phrase: adjective + noun
313,ES,Película divertida,Frase: sustantivo + adjetivo
313,ZH,有趣的电影,yǒu qù de diàn yǐng - 有趣的+电影 (재미있는+영화)
313,JA,面白い映画,おもしろいえいが(omoshiroi eiga) - 面白い+映画
313,KO,재미있는 영화,관형사형+명사. 재미있다→재미있는. jaemiinneun yeonghwa
314,EN,My photo,Phrase: possessive + noun
314,ES,Mi foto,Frase: posesivo + sustantivo
314,ZH,我的照片,wǒ de zhào piàn - 我的+照片 (나의+사진)
314,JA,私の写真,わたしのしゃしん(watashi no shashin)
314,KO,내 사진,소유격+명사 패턴. nae sajin
315,EN,I like exercise,Subject + verb + object sentence
315,ES,Me gusta el ejercicio,Oración: sujeto + verbo + objeto
315,ZH,我喜欢运动,wǒ xǐ huān yùn dòng - 我+喜欢+运动
315,JA,私は運動が好きです,わたしはうんどうがすきです(watashi wa undō ga suki desu)
315,KO,나는 운동을 좋아합니다,주어+목적어+을+동사 패턴. naneun undongeul joahamnida
316,EN,Movies are good,Subject + adjective sentence
316,ES,Las películas son buenas,Oración: sujeto + adjetivo
316,ZH,电影很好,diàn yǐng hěn hǎo - 电影+很+好 (영화+좋다)
316,JA,映画がいいです,えいががいいです(eiga ga ii desu)
316,KO,영화가 좋습니다,명사+가+형용사 패턴. yeonghwaga jotseumnida
317,EN,Cooking is fun,Subject + adjective sentence
317,ES,Cocinar es divertido,Oración: sujeto + adjetivo
317,ZH,做菜很有趣,zuò cài hěn yǒu qù - 做菜+很+有趣 (요리+재미있다)
317,JA,料理が面白いです,りょうりがおもしろいです(ryōri ga omoshiroi desu)
317,KO,요리가 재미있습니다,명사+가+형용사 패턴. yoriga jaemiitsseumnida
318,EN,I like reading,Object + verb sentence
318,ES,Me gusta leer,Oración: verbo + objeto
318,ZH,喜欢读书,xǐ huān dú shū - 喜欢+读书 (좋아하다+독서)
318,JA,読書が好きです,どくしょがすきです(dokusho ga suki desu)
318,KO,독서를 좋아합니다,명사+를+동사 패턴. dokseoreul joahamnida
319,EN,Songs are good,Subject + adjective sentence
319,ES,Las canciones son buenas,Oración: sujeto + adjetivo
319,ZH,歌曲很好,gē qǔ hěn hǎo - 歌曲+很+好 (노래+좋다)
319,JA,歌がいいです,うたがいいです(uta ga ii desu)
319,KO,노래가 좋습니다,명사+가+형용사 패턴. noraega jotseumnida
320,EN,I exercise at the park on weekends,Extended sentence with time and place
320,ES,Hago ejercicio en el parque los fines de semana,Oración extendida
320,ZH,我周末在公园运动,wǒ zhōu mò zài gōng yuán yùn dòng
320,JA,私は週末に公園で運動します,わたしはしゅうまつにこうえんでうんどうします(watashi wa shūmatsu ni kōen de undō shimasu)
320,KO,나는 주말에 공원에서 운동합니다,주어+시간에+장소에서+동사 패턴. 확장 단문. naneun jumare gongwoneseo undonghamnida
321,EN,Inside,Location word meaning within
321,ES,Dentro,Palabra de ubicación que significa adentro
321,ZH,里面,lǐ miàn - 里面 (안에)
321,JA,中に,なかに(naka ni) - 中に (안에)
321,KO,안에,위치 조사. 내부를 나타냄. ane
322,EN,Next to,Location word meaning beside
322,ES,Al lado de,Palabra de ubicación que significa al lado
322,ZH,旁边,páng biān - 旁边 (옆에)
322,JA,隣に,となりに(tonari ni) - 隣に (옆에)
322,KO,옆에,위치 조사. 바로 곁을 나타냄. yeope
323,EN,On the table,Phrase: noun + location
323,ES,Sobre la mesa,Frase: sustantivo + ubicación
323,ZH,桌子上面,zhuō zi shàng miàn - 桌子+上面 (탁자+위에)
323,JA,テーブルの上に,テーブルのうえに(tēburu no ue ni)
323,KO,탁자 위에,명사+위에 패턴. 위치 표현. takja wie
324,EN,Under the chair,Phrase: noun + location
324,ES,Debajo de la silla,Frase: sustantivo + ubicación
324,ZH,椅子下面,yǐ zi xià miàn - 椅子+下面 (의자+아래에)
324,JA,椅子の下に,いすのしたに(isu no shita ni)
324,KO,의자 아래에,명사+아래에 패턴. 위치 표현. uija arae
325,EN,In front of the door,Phrase: noun + location
325,ES,Frente a la puerta,Frase: sustantivo + ubicación
325,ZH,门前面,mén qián miàn - 门+前面 (문+앞에)
325,JA,ドアの前に,ドアのまえに(doa no mae ni)
325,KO,문 앞에,명사+앞에 패턴. 위치 표현. mun ape
326,EN,There is a book,Existence sentence
326,ES,Hay un libro,Oración de existencia
326,ZH,有书,yǒu shū - 有+书 (있다+책)
326,JA,本があります,ほんがあります(hon ga arimasu)
326,KO,책이 있습니다,명사+이+있습니다 패턴. chaegi itsseumnida
327,EN,The bag is here,Subject + location + exist sentence
327,ES,La bolsa está aquí,Oración: sujeto + ubicación + estar
327,ZH,包在这里,bāo zài zhè lǐ - 包+在+这里 (가방+여기에+있다)
327,JA,カバンはここにあります,カバンはここにあります(kaban wa koko ni arimasu)
327,KO,가방은 여기 있습니다,명사+은+장소+있습니다 패턴. gabangeun yeogi itsseumnida
328,EN,The cat is outside,Subject + location + exist sentence
328,ES,El gato está afuera,Oración: sujeto + ubicación + estar
328,ZH,猫在外面,māo zài wài miàn - 猫+在+外面 (고양이+밖에+있다)
328,JA,猫が外にいます,ねこがそとにいます(neko ga soto ni imasu)
328,KO,고양이가 밖에 있습니다,명사+가+장소에+있습니다 패턴. goyangiga bakke itsseumnida
329,EN,The dog is inside the house,Subject + location + exist sentence
329,ES,El perro está dentro de la casa,Oración con ubicación
329,ZH,狗在家里面,gǒu zài jiā lǐ miàn - 狗+在+家+里面
329,JA,犬が家の中にいます,いぬがいえのなかにいます(inu ga ie no naka ni imasu)
329,KO,개가 집 안에 있습니다,명사+가+장소+안에+있습니다 패턴. gaega jip ane itsseumnida
330,EN,The key is on the table,Subject + location + exist sentence
330,ES,La llave está sobre la mesa,Oración con ubicación
330,ZH,钥匙在桌子上面,yào shi zài zhuō zi shàng miàn
330,JA,鍵はテーブルの上にあります,かぎはテーブルのうえにあります(kagi wa tēburu no ue ni arimasu)
330,KO,열쇠는 탁자 위에 있습니다,명사+는+장소+위에+있습니다 패턴. yeolsoeneun takja wie itsseumnida
331,EN,Left,Direction word
331,ES,Izquierda,Palabra de dirección
331,ZH,左边,zuǒ biān - 左边 (왼쪽)
331,JA,左,ひだり(hidari) - 左 (왼쪽)
331,KO,왼쪽,방향 단어. 오른쪽의 반대. oenjjok
332,EN,Right,Direction word
332,ES,Derecha,Palabra de dirección
332,ZH,右边,yòu biān - 右边 (오른쪽)
332,JA,右,みぎ(migi) - 右 (오른쪽)
332,KO,오른쪽,방향 단어. 왼쪽의 반대. oreunjjok
333,EN,"This way, please",Polite direction request
333,ES,"Por aquí, por favor",Solicitud cortés de dirección
333,ZH,请往这边,qǐng wǎng zhè biān - 请+往+这边 (이쪽으로+주세요)
333,JA,こちらへお願いします,こちらへおねがいします(kochira e onegai shimasu)
333,KO,이쪽으로 주세요,방향+으로+주세요 패턴. ijjogeuro juseyo
334,EN,Door on the left,Phrase: direction + noun
334,ES,Puerta a la izquierda,Frase: dirección + sustantivo
334,ZH,左边的门,zuǒ biān de mén - 左边的+门 (왼쪽+문)
334,JA,左のドア,ひだりのドア(hidari no doa) - 左+の+ドア
334,KO,왼쪽에 문,방향+에+명사 패턴. oenjjoge mun
335,EN,"That way, please",Polite direction phrase
335,ES,"Por allá, por favor",Frase cortés de dirección
335,ZH,请往那边,qǐng wǎng nà biān - 请+往+那边 (저쪽으로)
335,JA,あちらへどうぞ,あちらへどうぞ(achira e dōzo)
335,KO,저쪽으로요,방향+으로+요 패턴. jeojjogeuroyo
336,EN,The school is over there,Subject + location + exist sentence
336,ES,La escuela está allá,Oración con ubicación
336,ZH,学校在那边,xué xiào zài nà biān - 学校+在+那边
336,JA,学校はあそこにあります,がっこうはあそこにあります(gakkō wa asoko ni arimasu)
336,KO,학교가 저기 있습니다,명사+가+장소+있습니다 패턴. hakgyoga jeogi itsseumnida
337,EN,The park is on the right,Subject + direction sentence
337,ES,El parque está a la derecha,Oración con dirección
337,ZH,公园在右边,gōng yuán zài yòu biān - 公园+在+右边
337,JA,公園は右です,こうえんはみぎです(kōen wa migi desu)
337,KO,공원은 오른쪽입니다,명사+은+방향+입니다 패턴. gongwoneun oreunjjogimnida
338,EN,The store is on the left,Subject + direction + exist sentence
338,ES,La tienda está a la izquierda,Oración con dirección
338,ZH,商店在左边,shāng diàn zài zuǒ biān - 商店+在+左边
338,JA,店は左にあります,みせはひだりにあります(mise wa hidari ni arimasu)
338,KO,가게가 왼쪽에 있습니다,명사+가+방향에+있습니다 패턴. gagega oenjjoge itsseumnida
339,EN,Go straight and it's the station,Conditional direction sentence
339,ES,Siga recto y es la estación,Oración con dirección condicional
339,ZH,直走就是车站,zhí zǒu jiù shì chē zhàn - 直走+就是+车站
339,JA,まっすぐ行くと駅です,まっすぐいくとえきです(massugu iku to eki desu)
339,KO,직진하면 역입니다,동사+하면+명사+입니다 패턴. '하면'은 조건. jikjinhamyeon yeogimnida
340,EN,The hospital is in front of the school,Subject + relative location sentence
340,ES,El hospital está frente a la escuela,Oración con ubicación relativa
340,ZH,医院在学校前面,yī yuàn zài xué xiào qián miàn
340,JA,病院は学校の前にあります,びょういんはがっこうのまえにあります(byōin wa gakkō no mae ni arimasu)
340,KO,병원은 학교 앞에 있습니다,명사+은+명사+앞에+있습니다 패턴. byeongwoneun hakgyo ape itsseumnida
341,EN,Close / Near,Adjective meaning short distance
341,ES,Cerca,Adjetivo que significa corta distancia
341,ZH,近,"jìn - 形容词，近 (형용사, 가까운)"
341,JA,近い,ちかい(chikai) - 近い (가까운)
341,KO,가깝다,거리 형용사. 반대말: 멀다. gakkapda
342,EN,Far,Adjective meaning long distance
342,ES,Lejos,Adjetivo que significa larga distancia
342,ZH,远,"yuǎn - 形容词，远 (형용사, 먼)"
342,JA,遠い,とおい(tōi) - 遠い (먼)
342,KO,멀다,거리 형용사. 반대말: 가깝다. meolda
343,EN,Wide park,Phrase: adjective + noun
343,ES,Parque amplio,Frase: sustantivo + adjetivo
343,ZH,宽阔的公园,kuān kuò de gōng yuán - 宽阔的+公园 (넓은+공원)
343,JA,広い公園,ひろいこうえん(hiroi kōen) - 広い+公園
343,KO,넓은 공원,관형사형+명사. 넓다→넓은. neolbeun gongwon
344,EN,Narrow room,Phrase: adjective + noun
344,ES,Habitación estrecha,Frase: sustantivo + adjetivo
344,ZH,狭小的房间,xiá xiǎo de fáng jiān - 狭小的+房间 (좁은+방)
344,JA,狭い部屋,せまいへや(semai heya) - 狭い+部屋
344,KO,좁은 방,관형사형+명사. 좁다→좁은. jobeun bang
345,EN,Light bag,Phrase: adjective + noun
345,ES,Bolsa ligera,Frase: sustantivo + adjetivo
345,ZH,轻的包,qīng de bāo - 轻的+包 (가벼운+가방)
345,JA,軽いカバン,かるいカバン(karui kaban) - 軽い+カバン
345,KO,가벼운 가방,관형사형+명사. 가볍다→가벼운. gabyeoun gabang
346,EN,The school is close,Subject + adjective sentence
346,ES,La escuela está cerca,Oración: sujeto + adjetivo
346,ZH,学校很近,xué xiào hěn jìn - 学校+很+近 (학교+가깝다)
346,JA,学校が近いです,がっこうがちかいです(gakkō ga chikai desu)
346,KO,학교가 가깝습니다,명사+가+형용사 패턴. hakgyoga gakkapseumnida
347,EN,The hospital is far,Subject + adjective sentence
347,ES,El hospital está lejos,Oración: sujeto + adjetivo
347,ZH,医院很远,yī yuàn hěn yuǎn - 医院+很+远 (병원+멀다)
347,JA,病院が遠いです,びょういんがとおいです(byōin ga tōi desu)
347,KO,병원이 멉니다,명사+이+형용사 패턴. 멀다→멉니다(격식). byeongwoni meomnida
348,EN,This room is spacious,Subject + adjective sentence
348,ES,Esta habitación es amplia,Oración: sujeto + adjetivo
348,ZH,这个房间很宽,zhè ge fáng jiān hěn kuān
348,JA,この部屋は広いです,このへやはひろいです(kono heya wa hiroi desu)
348,KO,이 방은 넓습니다,이+명사+은+형용사 패턴. i bangeun neolpseumnida
349,EN,The bag is light,Subject + adjective sentence
349,ES,La bolsa es ligera,Oración: sujeto + adjetivo
349,ZH,包很轻,bāo hěn qīng - 包+很+轻 (가방+가볍다)
349,JA,カバンが軽いです,カバンがかるいです(kaban ga karui desu)
349,KO,가방이 가볍습니다,명사+이+형용사 패턴. gabangi gabyeopseumnida
350,EN,Our house is close to the school,Extended sentence with reference point
350,ES,Nuestra casa está cerca de la escuela,Oración extendida
350,ZH,我们家离学校很近,wǒ men jiā lí xué xiào hěn jìn
350,JA,私たちの家は学校から近いです,わたしたちのいえはがっこうからちかいです(watashitachi no ie wa gakkō kara chikai desu)
350,KO,우리 집은 학교에서 가깝습니다,주어+은+기준점에서+형용사 패턴. 확장 단문. uri jibeun hakgyoeseo gakkapseumnida
351,EN,First / Beginning,Noun meaning the start
351,ES,Primero / Inicio,Sustantivo que significa el comienzo
351,ZH,第一 / 开始,dì yī / kāi shǐ - 第一/开始 (처음)
351,JA,最初,さいしょ(saisho) - 最初 (처음)
351,KO,처음,순서의 맨 앞. 시작을 뜻함. cheoeum
352,EN,Last / End,Noun meaning the end
352,ES,Último / Final,Sustantivo que significa el final
352,ZH,最后,zuì hòu - 最后 (마지막)
352,JA,最後,さいご(saigo) - 最後 (마지막)
352,KO,마지막,순서의 맨 끝. 끝을 뜻함. majimak
353,EN,First room,Phrase: ordinal + noun
353,ES,Primera habitación,Frase: ordinal + sustantivo
353,ZH,第一个房间,dì yī ge fáng jiān - 第一个+房间 (첫 번째+방)
353,JA,最初の部屋,さいしょのへや(saisho no heya) - 最初+の+部屋
353,KO,첫 번째 방,서수+명사 패턴. '첫 번째'는 순서 1. cheot beonjjae bang
354,EN,Next store,Phrase: order + noun
354,ES,Siguiente tienda,Frase: orden + sustantivo
354,ZH,下一个商店,xià yí ge shāng diàn - 下一个+商店 (다음+가게)
354,JA,次の店,つぎのみせ(tsugi no mise) - 次+の+店
354,KO,다음 가게,순서+명사 패턴. '다음'은 그 뒤. daeum gage
355,EN,Second house,Phrase: ordinal + noun
355,ES,Segunda casa,Frase: ordinal + sustantivo
355,ZH,第二个房子,dì èr ge fáng zi - 第二个+房子 (두 번째+집)
355,JA,二番目の家,にばんめのいえ(nibanme no ie) - 二番目+の+家
355,KO,두 번째 집,서수+명사 패턴. du beonjjae jip
356,EN,This is the first,Subject + be + noun sentence
356,ES,Esto es el primero,Oración: sujeto + ser + sustantivo
356,ZH,这是第一个,zhè shì dì yī ge - 这+是+第一个
356,JA,これが最初です,これがさいしょです(kore ga saisho desu)
356,KO,이것이 처음입니다,이것+이+명사+입니다 패턴. igeosi cheoeuminmida
357,EN,That is the last,Subject + be + noun sentence
357,ES,Eso es el último,Oración: sujeto + ser + sustantivo
357,ZH,那是最后一个,nà shì zuì hòu yí ge - 那+是+最后一个
357,JA,あれが最後です,あれがさいごです(are ga saigo desu)
357,KO,저것이 마지막입니다,저것+이+명사+입니다 패턴. jeogeosi majimagimnida
358,EN,Next is here,Subject + be + location sentence
358,ES,El siguiente es aquí,Oración: sujeto + ser + lugar
358,ZH,下一个在这里,xià yí ge zài zhè lǐ - 下一个+在+这里
358,JA,次はここです,つぎはここです(tsugi wa koko desu)
358,KO,다음은 여기입니다,다음+은+장소+입니다 패턴. daeumeun yeogimnida
359,EN,The third one is good,Subject + adjective sentence
359,ES,El tercero es bueno,Oración: sujeto + adjetivo
359,ZH,第三个很好,dì sān ge hěn hǎo - 第三个+很+好
359,JA,三番目がいいです,さんばんめがいいです(sanbanme ga ii desu)
359,KO,세 번째가 좋습니다,서수+가+형용사 패턴. se beonjjaega jotseumnida
360,EN,The first school is our school,Extended identification sentence
360,ES,La primera escuela es nuestra escuela,Oración extendida de identificación
360,ZH,第一个学校是我们的学校,dì yī ge xué xiào shì wǒ men de xué xiào
360,JA,最初の学校が私たちの学校です,さいしょのがっこうがわたしたちのがっこうです(saisho no gakkō ga watashitachi no gakkō desu)
360,KO,첫 번째 학교가 우리 학교입니다,서수+명사+가+소유+명사+입니다. 확장 단문. cheot beonjjae hakgyoga uri hakgyoimnida
361,EN,What,Interrogative pronoun for things
361,ES,Qué,Pronombre interrogativo para cosas
361,ZH,什么,shén me - 什么 (무엇)
361,JA,何,なに(nani) - 何 (무엇)
361,KO,무엇,의문 대명사. 사물이나 일을 물을 때. mueot
362,EN,Who,Interrogative pronoun for people
362,ES,Quién,Pronombre interrogativo para personas
362,ZH,谁,shuí - 谁 (누구)
362,JA,誰,だれ(dare) - 誰 (누구)
362,KO,누구,의문 대명사. 사람을 물을 때. nugu
363,EN,What is this?,Informal question phrase
363,ES,¿Qué es esto?,Pregunta informal
363,ZH,这是什么？,zhè shì shén me - 这+是+什么？(이것+은+무엇?)
363,JA,これは何？,これはなに(kore wa nani) - これ+は+何？
363,KO,이것은 무엇?,비격식 의문문. 이것+은+무엇 패턴. igoseun mueot?
364,EN,Where is this?,Informal question about location
364,ES,¿Dónde es aquí?,Pregunta informal sobre ubicación
364,ZH,这里是哪里？,zhè lǐ shì nǎ lǐ - 这里+是+哪里？(여기+어디?)
364,JA,ここはどこ？,ここはどこ(koko wa doko) - ここ+は+どこ？
364,KO,여기 어디?,비격식 의문문. 장소를 물음. yeogi eodi?
365,EN,When do you go?,Question about time
365,ES,¿Cuándo vas?,Pregunta sobre tiempo
365,ZH,什么时候去？,shén me shí hou qù - 什么时候+去？(언제+가요?)
365,JA,いつ行きますか？,いついきますか(itsu ikimasu ka) - いつ+行きます+か？
365,KO,언제 가요?,의문사+동사+요 패턴. 해요체. eonje gayo?
366,EN,What is this?,Formal question sentence
366,ES,¿Qué es esto?,Pregunta formal
366,ZH,这是什么？,zhè shì shén me - 这+是+什么？(이것+은+무엇입니까?)
366,JA,これは何ですか？,これはなんですか(kore wa nan desu ka)
366,KO,이것은 무엇입니까?,격식체 의문문. +입니까? 패턴. igoseun mueosimnikka?
367,EN,Where is the school?,Formal question about location
367,ES,¿Dónde está la escuela?,Pregunta formal sobre ubicación
367,ZH,学校在哪里？,xué xiào zài nǎ lǐ - 学校+在+哪里？
367,JA,学校はどこですか？,がっこうはどこですか(gakkō wa doko desu ka)
367,KO,학교는 어디입니까?,명사+는+어디+입니까 패턴. hakgyoneun eodiimnikka?
368,EN,Who is that person?,Formal question about identity
368,ES,¿Quién es esa persona?,Pregunta formal sobre identidad
